title,channel_title,category,views,likes,comment_count,engagement_rate,like_ratio,sentiment,publish_country,published_day_of_week,publish_hour,title_length,tag_count
"MATCHMAKING FOR MY FRIENDS! SNOG, MARRY, AVOID ft. LOGAN PAUL, RICEGUM, SIDEMEN + more!",TBJZL,Gaming,626145,31077,2251,0.0532,0.9847,positive,CANADA,Sunday,20,87,10
How a Met Gown is Made | 2018 | Karlie Kloss,Klossy,People & Blogs,528551,11407,495,0.0225,0.9781,neutral,US,Tuesday,16,44,19
Nicki Minaj - Barbie Tingz (Lyric Video),NickiMinajAtVEVO,Music,6913562,326935,32369,0.052,0.9505,neutral,GB,Thursday,17,40,7
President Trump participates in the swearing in ceremony for the Secretary of the Department of Heal,CHANNEL90seconds newscom,People & Blogs,26357,507,117,0.0237,0.9602,negative,GB,Monday,18,100,3
Watch touchline bust-up from Hearts v Hamilton,SPFL,Sports,18390,52,17,0.0038,0.7027,positive,GB,Saturday,23,46,28
Jay Park (ë°•ìž¬ë²”) X Yultron (ìœ¨íŠ¸ë¡ ) - 'Forget About Tomorrow'  [Official Music Video],JAYPARKOFFICIAL,Music,1432146,98017,5004,0.0719,0.996,negative,GB,Tuesday,3,92,0
AFFORDABLE MAKEUP TUTORIAL USING DRUGSTORE BRUSHES,KathleenLights,Howto & Style,471048,28361,1838,0.0641,0.9867,neutral,US,Wednesday,14,50,17
"INSANE Chinese Street Food in Canton, China | BEST Street Food in China + RARE Chinese Sashimi!",The Food Ranger,Travel & Events,215834,6949,1803,0.0405,0.9659,positive,CANADA,Saturday,14,95,31
Burn The Priest - Inherit the Earth,lambofgodVEVO,Music,820360,23448,1854,0.0308,0.9743,neutral,GB,Friday,14,35,30
Charlie Puth - Done For Me (feat. Kehlani) [Official Audio],Charlie Puth,Music,5310528,190898,13780,0.0385,0.9852,neutral,GB,Thursday,16,59,19
Calling my Mom to tell her I'm Trans ðŸ’™,Ash Hardell,Comedy,2887379,81366,7942,0.0309,0.919,neutral,GB,Wednesday,21,41,32
435,"Tyler, The Creator",Education,1618890,118684,6149,0.0771,0.989,neutral,US,Tuesday,15,3,7
Rachid Badouri - Andrew Shaw a ** PEUR DES AIGUILES!** !?!,Rachid Badouri,Entertainment,2909,228,7,0.0808,0.9828,neutral,FRANCE,Thursday,20,58,0
State of the Union 2018 live stream: President Donald Trump delivers first SOTU Address | ABC News,ABC News,News & Politics,199486,2176,715,0.0145,0.6353,neutral,US,Wednesday,5,98,19
Clash Royale: Meet the Rascals! (New Card!),Clash Royale,Gaming,13418844,258720,19877,0.0208,0.919,neutral,US,Thursday,13,43,23
BITCONNECT EDM REMIX,Dylan Locke,Comedy,41378,1679,323,0.0484,0.9894,neutral,US,Friday,0,20,14
Keith Urban - Coming Home (Lyric Video) ft. Julia Michaels,KeithUrbanVEVO,Music,802614,8544,348,0.0111,0.9168,neutral,US,Wednesday,4,58,7
Justice League Bad,Jenny Nicholson,Film & Animation,338425,10947,2991,0.0412,0.8369,neutral,GB,Wednesday,3,18,0
Trying Swimming Pool Gadgets You Never Knew About!,Guava Juice,Entertainment,619349,24964,5384,0.049,0.9792,neutral,CANADA,Saturday,16,50,27
"You, but in emojis. (YIAY #375)",jacksfilms,Comedy,1117510,61075,64506,0.1124,0.9925,neutral,GB,Wednesday,20,31,5
"Demi Lovato, Unfiltered: A Pop Star Removes Her Makeup | Vogue",Vogue,Howto & Style,822072,60817,3190,0.0779,0.9873,neutral,CANADA,Thursday,14,62,26
81. I'm not good enough.,Will Darbyshire,Film & Animation,124198,12172,793,0.1044,0.9966,negative,GB,Sunday,20,24,4
Please DO try this at home! ** World Record**,Nile Wilson,Sports,212030,9155,396,0.045,0.9808,positive,GB,Tuesday,16,45,20
"At home with... Gini Wijnaldum | Primark socks, Big Shaq and scousers with 'Vuj'",Liverpool FC,Sports,200225,7214,520,0.0386,0.9893,neutral,GB,Thursday,16,80,19
Bloodborne Cut Content â–ºHIDDEN CUT BOSSES WITH NEW GAMEPLAY (Part 3),Sanadsk,Gaming,82794,3140,333,0.0419,0.967,negative,GB,Thursday,19,70,61
I SNUCK INTO YOUTUBE REWIND 2017 (I was invited) | Behind The Scenes | NYC,Simply Not Logical,Entertainment,959065,44910,3555,0.0505,0.9829,neutral,GB,Wednesday,22,74,21
Nabrana cast members interview,Nabrana Productions,Entertainment,185495,8272,1216,0.0511,0.9586,neutral,CANADA,Friday,11,30,5
ã€Šæœ€å¼ºå¤§è„‘ä¹‹ç‡ƒçƒ§å§å¤§è„‘ã€‹20180302å›¢é˜Ÿèµ›å¼€æˆ˜ï¼ â€œè½¦è½®æˆ˜â€ã€â€œç‚¹çƒå¤§æˆ˜â€çŽ©è½¬å¿ƒè·³  é€‰æ‰‹ç»„CPåˆåŠ›ç ´è§£â€œå²è¯—çº§éš¾é¢˜â€,å¥½å¥‡è§†é¢‘,People & Blogs,115941,309,348,0.0057,0.8704,neutral,CANADA,Saturday,9,157,0
Mo Salah bursts through wall to surprise kids | KOP KIDS PRANK,Liverpool FC,Sports,5727129,131970,0,0.023,0.9827,positive,GB,Wednesday,10,62,25
Cobra Kai Season 2,Cobra Kai,Entertainment,919057,30328,6502,0.0401,0.9705,neutral,US,Thursday,17,18,25
MY PARENTS DO MY MAKEUP,James Charles,Entertainment,2658965,224216,30352,0.0957,0.9813,neutral,GB,Tuesday,22,23,24
Firefighters make progress in California fires,euronews (in English),News & Politics,14670,90,154,0.0166,0.7895,positive,US,Sunday,12,46,3
LES PIRES TRUCS RETROUVÃ‰S DANS UN CORPS #2,Dr Nozman,Science & Technology,1107441,114158,3341,0.1061,0.9894,neutral,FRANCE,Tuesday,16,43,5
RAMPAGE - OFFICIAL TRAILER 2 [HD],Warner Bros. Pictures,Entertainment,1758599,16188,2182,0.0104,0.9511,neutral,GB,Tuesday,17,33,29
Levante vs Real Madrid 2-2 - All Goals & Extended Highlights - La Liga 03/02/2018 HD,GOLAZO TV,Sports,2125153,11174,3244,0.0068,0.9123,neutral,FRANCE,Saturday,21,84,21
THE CUPID CHALLENGE! ft CaptainSparklez,Rosanna Pansino,Howto & Style,480701,21869,3608,0.053,0.9837,positive,US,Saturday,16,39,54
I Trained Like A Pop Star For 60 Days,Michelle Khare,Entertainment,361234,18704,1609,0.0562,0.9801,positive,US,Monday,15,37,36
My Dogs Eating Popcorn ASMR,JennaMarbles,Comedy,2425680,167305,24057,0.0789,0.9599,neutral,US,Thursday,11,27,44
Everything Wrong With Gnomeo & Juliet,CinemaSins,Film & Animation,764232,26024,2466,0.0373,0.9844,negative,FRANCE,Tuesday,16,37,11
"Crime Patrol Dial 100 - Ep 730 - Full Episode - 9th March, 2018",SET India,Entertainment,261830,1020,169,0.0045,0.8564,negative,CANADA,Sunday,14,63,32
"WHY MANNY MUA LEFT JOFFREE (ALL EVIDENCE) + Nikkietutorials, Laura Lee & Jaclyn Hill Makeup",John Kuckian,News & Politics,126547,4214,1476,0.045,0.8737,neutral,CANADA,Wednesday,19,91,21
Host Patton Oswalt Opens the 2018 Writers Guild Awards,WGA West,Film & Animation,13350,140,0,0.0105,0.9459,positive,US,Monday,1,54,0
Saad Lamjarred - YA ALLAH (Exclusive Lyric Clip) | 2018 | (Ø³Ø¹Ø¯ Ù„Ù…Ø¬Ø±Ø¯ - ÙŠØ§ Ø§Ù„Ù„Ù‡ (Ø­ØµØ±ÙŠØ§,Saad Lamjarred | Ø³Ø¹Ø¯ Ù„Ù…Ø¬Ø±Ø¯,Music,2302571,189395,19996,0.0909,0.9835,positive,FRANCE,Monday,21,104,28
Veno - Dolce (Official Music Video),NetNobody,Music,88150,4953,1189,0.0697,0.8594,neutral,GB,Monday,19,35,25
Anne-Marie - 2002 [Official Video],Anne-Marie,Music,18504920,319803,16324,0.0182,0.98,neutral,GB,Tuesday,11,34,17
Marilyn Manson - Tattooed In Reverse (Music Video),MarilynMansonVEVO,Music,2011414,86999,7778,0.0471,0.9478,neutral,GB,Friday,4,50,9
Bill Burr - Stop Worshiping Obama,TheWishmaster,People & Blogs,32606,445,410,0.0262,0.9194,negative,GB,Saturday,20,33,20
MY GOOD MORNING HABITS | heyclaire,Claire Marshall,Howto & Style,261520,19333,744,0.0768,0.9925,positive,US,Thursday,16,34,12
EXO ì—‘ì†Œ 'Universe' MV,SMTOWN,Music,7201892,833114,94121,0.1287,0.987,neutral,GB,Tuesday,9,24,20
Christmas Queens - Let It Snow [Official Video],PEG Management,Music,32271,824,130,0.0296,0.9406,neutral,GB,Friday,9,47,12
Mo Salah bursts through wall to surprise kids | KOP KIDS PRANK,Liverpool FC,Sports,3629223,89888,0,0.0248,0.9824,positive,GB,Wednesday,10,62,25
Õ€Ô±Õ†ÕÔ±Õ€Ô±ÕŽÔ±Õ” Ô³Õ…ÕˆÕ’Õ„ÕÔ»Ô» ÕŽÔ±ÕÔ´Ô±Õ†Ô±Õ†Õ‘ Õ€ÕÔ±ÕŠÔ±ÕÔ±Ô¿ÕˆÕ’Õ„â€¤ 27.04.2018,Ô±Õ¦Õ¡Õ¿Õ¸Ö‚Õ©ÕµÕ¸Ö‚Õ¶,News & Politics,620889,5146,37,0.0083,0.9384,neutral,FRANCE,Friday,19,93,29
"MA VIKING ROUTINE (ft. Laink, Terracid, Skyyart, Jiraya , Hugo DÃ©lire)",KaraL,Gaming,38981,2929,442,0.0865,0.9721,neutral,FRANCE,Tuesday,16,71,21
I Got A New Puppy,CrazyRussianHacker,Science & Technology,475149,26492,6131,0.0687,0.9853,neutral,US,Saturday,22,17,13
Castle Rock - â€˜This Placeâ€™ Teaser Trailer (Official) â€¢ Castle Rock on Hulu,Hulu,Entertainment,4779717,843,108,0.0002,0.9712,negative,US,Wednesday,13,80,1
ØªØ¹Ø±Ù ÙƒÙ„ Ø´ÙŠØ¡ Ø¹Ù„Ù‰ Ø§Ù„Ù…Ù…Ø«Ù„ÙŠÙ† Ø§Ù„ÙØ±Ù†Ø³ÙŠÙŠÙ†  Ø§Ø¨Ø·Ø§Ù„ Ù…Ø³Ù„Ø³Ù„ Ø§Ù„Ø®Ø§ÙˆØ©   Ø§Ù„Ø¬Ø²Ø¡ Ø§Ù„Ø«Ø§Ù†ÙŠ,DZ UN Peux DE Tout,Comedy,67728,617,181,0.0118,0.9141,neutral,FRANCE,Sunday,21,125,9
Halsey Shut Down The NYC Women's March 2018 With A Poem â€œA Story Like Mineâ€,Youtubia TV,News & Politics,143848,5709,941,0.0462,0.9518,positive,GB,Saturday,20,79,6
Trophy Presentation Ceremony - 2018 NBA Eastern Conference Finals,House of Highlights,Sports,748978,5505,1808,0.0098,0.9604,neutral,CANADA,Monday,3,65,39
TELLEMENT VRAI   CHAUVE A 15 ANS,skitle,Entertainment,41081,621,187,0.0197,0.9423,neutral,FRANCE,Saturday,13,32,0
Volts Face - Une chance (Clip Officiel),Volts FaceTV,Music,76329,4792,247,0.066,0.975,positive,FRANCE,Wednesday,17,39,6
Bruno Mars - Live At The Apollo Theater [Official Trailer] (November 29th on CBS),Bruno Mars,Music,739152,27815,1533,0.0397,0.9816,neutral,GB,Monday,16,81,9
Hina Khan HATERS Pull Her Hair And Misbehave With Her At Bigg Boss 11 Promotion,Bollywood Mirchii,Entertainment,1560172,5228,2291,0.0048,0.7743,negative,CANADA,Friday,8,79,14
MOMO FAIT DE LA MOTO CROSS DANS MON JARDIN - IL A FAILLI FAIRE UN ACCIDENT !!,GameMixTreize,Gaming,119806,11266,445,0.0977,0.9691,negative,FRANCE,Friday,16,77,8
Ethiopia: áŒ áˆšáŠ•áˆµá‰´áˆ­ áŠ á‰¥á‹­ á‹›áˆ¬ áŠ áˆ³á‹›áŠ áˆµá‰¥áˆ°á‰£áˆ‹á‹­ áŠ á‹°áˆ¨áŒ‰,Habesha,Entertainment,251616,2081,662,0.0109,0.8642,neutral,CANADA,Wednesday,6,90,28
3 New 'Happy Birthday' Songs,Good Mythical Morning,Entertainment,151883,4640,618,0.0346,0.946,positive,CANADA,Wednesday,11,28,21
Best TV News Bloopers Fails #2,Funny Local News,Comedy,736275,8201,912,0.0124,0.9522,positive,CANADA,Tuesday,3,30,8
Sridevi passes away in Dubai,Asif Firdousi,People & Blogs,238782,120,52,0.0007,0.531,neutral,CANADA,Saturday,21,28,0
Berry Pink Smokey Eye | GRWM + Testing New Products!,KathleenLights,Howto & Style,323887,21091,1538,0.0699,0.9901,neutral,CANADA,Wednesday,13,52,17
Senator's tax rant goes viral,CNN,News & Politics,421286,6748,5284,0.0286,0.6485,negative,US,Saturday,15,29,5
AdÄ±nÄ± Sen Koy 250. BÃ¶lÃ¼m,AdÄ±nÄ± Sen Koy,People & Blogs,242299,2314,474,0.0115,0.8886,neutral,FRANCE,Friday,16,28,16
Ù…Ø¨Ø§Ø±Ø§Ø© Ù…ØµØ± vs ÙƒÙˆÙ„ÙˆÙ…Ø¨ÙŠØ§ | 0 - 0 ( ÙƒØ§Ù…Ù„Ø© ) Ù…Ø¨Ø§Ø±Ø§Ø© ÙˆØ¯ÙŠØ© Ø§Ø³ØªØ¹Ø¯Ø§Ø¯Ø¢ Ù„ÙƒØ£Ø³ Ø§Ù„Ø¹Ø§Ù„Ù… Ø±ÙˆØ³ÙŠØ§ 2018,Presentation Sports,Sports,919519,5386,88,0.006,0.9005,neutral,FRANCE,Friday,23,139,18
Iggy Azalea Sees Into Her Future Love Life | Hollywood Medium with Tyler Henry | E!,E! Entertainment,Entertainment,185701,1928,293,0.012,0.8873,positive,GB,Tuesday,13,83,28
Try To Watch This Without Laughing or Grinning #67 (REACT),REACT,Entertainment,489447,24095,2697,0.0547,0.9869,negative,CANADA,Friday,20,58,24
Meghan Trainor - No Excuses,MeghanTrainorVEVO,Music,16755944,346310,22653,0.022,0.925,negative,US,Thursday,13,27,20
10 Ways to Survive the Zombie Apocalypse,MatthewSantoro,Education,213802,11511,1571,0.0612,0.9654,neutral,CANADA,Saturday,15,40,29
When you don't get the joke,CaptainSparklez,Entertainment,260926,8981,3171,0.0466,0.9796,negative,CANADA,Friday,22,27,14
GUY DANCES WITH HIS NEIGHBORS,Michael Callaghan,Entertainment,26096,416,26,0.0169,0.9835,neutral,US,Tuesday,9,29,11
Les Marseillais Australia Episode 16 du 16 Mars 2018,Mark C. Locke,Film & Animation,6875,46,5,0.0074,0.902,neutral,FRANCE,Friday,20,52,0
"Les MystÃ¨res du Serapeum: Immersion dans l'Ã‰nigme des Cuves de 100 Tonnes - Ã‰gypte, Saqqarah",RÃ©vÃ©lations & Aventures Web,Travel & Events,8436,437,201,0.0756,0.9733,neutral,FRANCE,Sunday,7,95,21
My Bachelor Audition Tape // Grace Helbig,Grace Helbig,People & Blogs,265399,14587,665,0.0575,0.9806,positive,US,Friday,4,41,24
MTB Skills - Technical Climb,Geoff Mallinson,Entertainment,4802,2,1,0.0006,0.2857,neutral,US,Thursday,12,28,0
An Expert's Take On The Symbolism In Childish Gambinoâ€™s Viral â€˜This Is Americaâ€™ Video | TIME,TIME,News & Politics,2179286,21709,3519,0.0116,0.7495,negative,US,Tuesday,17,98,36
"Moha La Squale : Sa nouvelle vie, sa notoriÃ©tÃ©, ses ambitions, les concerts... [Booska S'maine 5/5]",Booska-P.com,Entertainment,135816,5680,261,0.0437,0.9839,neutral,FRANCE,Friday,16,101,15
Nicki Minaj's Paper Magazine Cover,Wendy Williams,Entertainment,570980,5503,2712,0.0144,0.7821,neutral,GB,Friday,2,34,7
ã€Šåˆ›é€  101ã€‹å®Œæ•´ç‰ˆï¼š[ç¬¬ 8æœŸ]ä¸è´Ÿå¥½æ—¶å…‰ï¼36ä½å¥³å­©ç¬¬3æ¬¡å…¬æ¼”ï¼Œ6ä½å­¦é•¿åŠ©é˜µ,è…¾è®¯è§†é¢‘TencentVideo,Entertainment,1169902,8325,8205,0.0141,0.9154,neutral,CANADA,Saturday,12,99,3
Clash Royale: Meet the Rascals! (New Card!),Clash Royale,Gaming,14907570,266845,20299,0.0193,0.9177,neutral,US,Thursday,13,43,23
Natalieâ€™s Rap 2 - SNL,Saturday Night Live,Entertainment,5099347,79224,4406,0.0164,0.9614,neutral,GB,Sunday,5,23,36
IVAN - QUAND T'EÌCOUTES LA RADIO ET QUE.. ft Guillaume Pley,Ivan Bede,Comedy,411372,33245,609,0.0823,0.9858,neutral,CANADA,Friday,17,60,8
MHD - AFRO TRAP Part.7 (La Puissance) [Major Lazer Remix],Mhd Officiel,Music,808505,36281,1516,0.0467,0.9742,negative,GB,Friday,15,57,15
Live PD: Why Can't We Be Friends (Season 2) | A&E,A&E,Entertainment,84828,931,183,0.0131,0.9678,negative,CANADA,Tuesday,14,49,33
GoPro: Record Rope Jump,GoPro,Sports,78050,2959,290,0.0416,0.9676,neutral,US,Wednesday,17,23,38
OM - LOSC | La confÃ©rence de Rudi Garcia,OM,Sports,7357,269,27,0.0402,0.9746,neutral,FRANCE,Friday,7,41,21
Zion & Lennox - La Player (Bandolera) I Video Oficial,Warner Music,Music,39468821,150743,2876,0.0039,0.9655,neutral,GB,Thursday,22,53,44
Honest Trailers - The Greatest Showman,Screen Junkies,Film & Animation,2478595,66421,6769,0.0295,0.9609,positive,GB,Tuesday,17,38,14
Urgent â€“ Balla Gaye 2 bat Gris Bordeaux â€“ Le Lion dÃ©vore le Tigre,BGD TV SÃ©nÃ©gal,People & Blogs,201319,903,271,0.0058,0.8084,positive,FRANCE,Saturday,21,70,0
Playing Rudy Giuliani on SNL Came Naturally to Kate McKinnon,Late Night with Seth Meyers,Comedy,700477,6086,598,0.0095,0.9565,positive,US,Friday,9,60,33
"Future, Young Thug - Group Home",FutureVEVO,Music,433998,22799,1959,0.057,0.9615,neutral,GB,Wednesday,14,31,23
DIY â”‹ UN LIT AVEC UN TIROIR !! ðŸ™€ ???  POUR CHAT / CHIEN FACILE - RECUP - DECO franÃ§ais,By Isnata,Howto & Style,8234,744,85,0.1007,0.9725,neutral,FRANCE,Friday,16,92,21
"Kali Uchis - After The Storm ft. Tyler, The Creator, Bootsy Collins",KaliUchisVEVO,Music,1386209,113227,5551,0.0857,0.9902,neutral,CANADA,Thursday,16,67,11
ã€Šæ‹çˆ±å…ˆç”Ÿã€‹43ã€44ã€45é›†å¤§ç»“å±€æœ€å…¨é¢„å‘Šé›†åˆï¼šç¨‹çš“åƒé†‹è¯¯ä¼šå®‹å®å®‡ã€‚ä¸ºæˆå°±ç½—çŽ¥æ¢¦æƒ³ï¼Œç¨‹çš“å†³å®šæ”¾æ‰‹ã€‚,å‰§å¤šå¤š MM,Entertainment,78013,35,11,0.0006,0.7778,neutral,CANADA,Monday,14,138,1
Jason Mraz  - Have It All [Official Video],Jason Mraz,Music,2095026,49729,2804,0.0251,0.9861,neutral,US,Friday,4,42,19
"24 HOUR BOX FORT PRISON ESCAPE ROOM!! ðŸ“¦ðŸš” Secret UNDERGROUND Tunnel, SPY GADGETS & More!",Papa Jake,Entertainment,2884285,49470,21700,0.0247,0.8579,negative,US,Saturday,20,93,43
Mark Zuckerberg Memes Galore,Graham The Christian,Comedy,762369,19675,1615,0.0279,0.9469,neutral,CANADA,Saturday,1,28,26
Les grÃ¨ves de la RATP - Catherine et Liliane - CANAL+,Catherine et Liliane,Entertainment,8605,202,6,0.0242,0.9902,neutral,FRANCE,Wednesday,10,54,10
Disney's The Nutcracker and the Four Realms - Teaser Trailer,Disney Movie Trailers,Film & Animation,2337558,36159,4489,0.0174,0.9433,negative,CANADA,Tuesday,13,60,11
Try Not to Laugh at This Silly Kitten,Kitten Lady,Pets & Animals,101048,7207,709,0.0783,0.9957,negative,GB,Friday,22,37,12
Canular Martin L AMOUR N EST PAS DANS LE PRÃ© Appel trop c0n,Rire et chansons L'appel trop con de Martin,Comedy,3755,84,7,0.0242,0.9438,positive,FRANCE,Tuesday,17,60,11
What the HELL is Totally Spies? (Hidden Meaning),Saberspark,Entertainment,724239,27438,9194,0.0506,0.9218,negative,CANADA,Friday,16,48,13
Les rÃ©vÃ©lations de Robert Bourgi sur l'affaire Fillon face Ã  Bourdin,Scope Graphist,People & Blogs,65650,233,319,0.0084,0.6349,neutral,FRANCE,Monday,8,71,0
"Royce da 5'9 - Caterpillar ft. Eminem, King Green",RoyceDa59VEVO,Music,9122004,275437,29252,0.0334,0.9771,neutral,GB,Thursday,15,49,36
[3] RECETTES DE SLIME SANS COLLE NI BORAX â™¥,Iris Pie,People & Blogs,12496,279,141,0.0336,0.8665,neutral,FRANCE,Friday,14,45,0
FROZEN Avocado & RAW Chicken Kept Next To Cooked Chicken | Hotel Hell,Gordon Ramsay,Entertainment,125310,3788,463,0.0339,0.9901,negative,CANADA,Thursday,17,69,18
Phil Crown - Pick Up the Phone (Official Video),PhilCrownVEVO,Music,446526,5467,315,0.0129,0.858,neutral,CANADA,Thursday,17,47,12
Si les Gothik n'Ã©taient pas gothiques | Relooking Famille | 1,- NS -,Gaming,9161,956,140,0.1196,0.9896,neutral,FRANCE,Tuesday,10,62,20
PENTAGON(íŽœíƒ€ê³¤) - 'ë¹›ë‚˜ë¦¬(Shine)' Official Music Video,PENTAGON íŽœíƒ€ê³¤ (Official YouTube Channel),Music,1708841,127457,10465,0.0807,0.996,neutral,GB,Monday,9,61,35
Deadpool 2 - Movie Review,Chris Stuckmann,Entertainment,272558,13975,1381,0.0563,0.9807,neutral,CANADA,Tuesday,18,25,34
The Cat Who Caught the Laser,AaronsAnimals,Pets & Animals,1383090,34833,2389,0.0269,0.9655,neutral,US,Friday,13,28,14
Cats always find a way \ Ð Ð°Ð·Ð¾ÑˆÐ»Ð¸ÑÑŒ,ignoramusky,Pets & Animals,454078,5069,318,0.0119,0.9685,neutral,US,Wednesday,21,43,7
The Fiorentina game comes to a halt in the 13th minute as they pay tribute to Davide Astori,BT Sport,Sports,726747,8886,462,0.0129,0.9766,negative,GB,Sunday,13,91,8
Les millÃ©niaux sont des merdes!?  (Simon Sinek),Thomas Gauthier,Comedy,31412,6824,603,0.2364,0.9939,neutral,CANADA,Sunday,14,48,29
[Annonce],Miraculous Fan_Fr,News & Politics,17799,619,263,0.0496,0.7956,neutral,FRANCE,Sunday,8,9,0
President Donald Trump Honors Billy Graham As Body Lies In State At U.S. Capitol | NBC News,NBC News,News & Politics,24332,320,0,0.0132,0.8163,positive,US,Wednesday,17,91,27
BTS Get Scared by a Fangirl,TheEllenShow,Entertainment,3531124,181190,20120,0.057,0.979,negative,US,Friday,13,27,40
Ø¹Ø§Ø¬Ù„.. Ù…Ø¯ÙŠØ±ÙŠØ© Ø§Ù„Ø­Ù…ÙˆØ´ÙŠ ØªØªÙ…ÙƒÙ† Ù…Ù† Ø§Ù„Ø¹Ø«ÙˆØ± Ø¹Ù„Ù‰ Ø§Ù„Ø·ÙÙ„ Ø¹Ù…Ø± Ø¨Ø¹Ø¯ Ø£ÙŠØ§Ù… Ù…Ù† Ø§Ø®ØªÙØ§Ø¦Ù‡.. Ø¤Ù‡Ø§ ÙÙŠÙ† Ù„Ù‚Ø§ÙˆÙ‡,B.Z TUBE,People & Blogs,41290,282,37,0.0077,0.94,neutral,FRANCE,Saturday,19,155,18
"Ø¢Ø®Ø± ÙÙŠØ¯ÙŠÙˆ Ù„Ø¹Ø§Ù… 2017,ÙƒÙŠÙ Ø¯ÙˆØ²Øª Ù†Ù‡Ø§Ø±ÙŠ Ù‚Ø¨Ù„ Ø§Ù„Ù†ÙˆÙŠÙ„,ÙŠÙˆÙ…ÙŠØ§Øª Ø¹Ø·Ù„Ø© Ø§Ù„Ù†ÙˆÙŠÙ„",Ø¹Ø§Ù„Ù… ØºØ²Ù„Ø§Ù†,People & Blogs,12756,728,187,0.0717,0.9146,neutral,FRANCE,Sunday,16,113,1
D. ACE - PETITE SOEUR  ( Clip officiel ),D. Ace Officiel,Music,140452,17443,1065,0.1318,0.993,neutral,FRANCE,Monday,17,40,7
NBA Daily Show: Dec. 8 - The Starters,NBA,Sports,120078,1576,147,0.0143,0.961,neutral,US,Saturday,0,37,3
360 Google Doodles/Spotlight Stories: Back to the Moon,Google Spotlight Stories,Film & Animation,1746141,30929,0,0.0177,0.8881,neutral,GB,Wednesday,13,54,6
Martin Short Explains How Canadians Celebrate Thanksgiving,The Tonight Show Starring Jimmy Fallon,Comedy,114556,1648,123,0.0155,0.9827,positive,CANADA,Tuesday,11,58,35
"David Bisbal, Sebastian Yatra - A Partir De Hoy",DavidBisbalVEVO,Music,62090994,422896,10714,0.007,0.968,neutral,GB,Friday,4,47,41
"Sia, David Guetta & Afrojack - Helium (Sia vs. David Guetta & Afrojack)",SiaVEVO,Music,1319705,81128,4850,0.0651,0.9815,neutral,FRANCE,Thursday,14,71,2
Let's Talk About Google Duplex!,Marques Brownlee,Science & Technology,2149011,93503,14587,0.0503,0.9834,neutral,US,Thursday,1,31,12
David Blaine - David Blaine Live & the Ice Pick Trick | The Daily Show,The Daily Show with Trevor Noah,Comedy,1431894,17536,2301,0.0139,0.8813,negative,US,Sunday,13,70,23
"Rudimental - These Days feat. Jess Glynne, Macklemore & Dan Caplen [Official Video]",Rudimental,Music,22269863,223076,2918,0.0101,0.9807,neutral,GB,Thursday,12,83,22
INSANE LIST OF RESIGNATIONS #TheStorm #AntiSchool #QAnon April 5 2018,Isaac Green,Nonprofits,89319,4923,2006,0.0776,0.9817,negative,CANADA,Thursday,16,69,32
KIDS SEE GHOSTS - Self-Titled ALBUM REVIEW,theneedledrop,Music,821992,44921,10247,0.0671,0.9712,neutral,CANADA,Monday,18,42,39
Tiny Donkey Thinks He's Actually A Dog  | The Dodo,The Dodo,Pets & Animals,692903,31485,2022,0.0484,0.9934,neutral,CANADA,Friday,21,50,26
Vince McMahon's Major Sports Announcement,Alpha Entertainment,Sports,118786,0,0,0.0,0.0,neutral,US,Thursday,20,41,4
Omour Jedia S02 Episode 36 15-05-2018 Partie 01,Labes Ettounsia,Entertainment,75884,645,184,0.0109,0.8377,neutral,CANADA,Tuesday,21,47,29
Spill Your Guts or Fill Your Guts w/ Steven Tyler,The Late Late Show with James Corden,Entertainment,1420974,34637,1929,0.0257,0.9868,neutral,US,Friday,5,49,20
